115.2  100  133.352  0  0
153.622  133.352  177.828  0  0
204.858  177.828  237.137  0.000284527  1.08386e-06
273.183  237.137  316.228  0.000221361  6.15886e-07
364.295  316.228  421.697  0.000121842  1.83046e-07
485.795  421.697  562.341  6.01457e-05  1.21626e-07
647.819  562.341  749.894  2.91545e-05  6.68051e-08
863.88  749.894  1000  1.38146e-05  3.53095e-08
1152  1000  1333.52  6.40024e-06  2.59861e-08
1536.22  1333.52  1778.28  2.91743e-06  1.22533e-08
2048.58  1778.28  2371.37  1.3317e-06  7.7516e-09
2731.83  2371.37  3162.28  6.10316e-07  4.56143e-09
3642.95  3162.28  4216.97  2.79539e-07  2.80032e-09
4857.95  4216.97  5623.41  1.27662e-07  1.57068e-09
6478.19  5623.41  7498.94  5.69529e-08  9.22236e-10
8638.8  7498.94  10000  2.58186e-08  5.51633e-10
11520  10000  13335.2  1.24638e-08  2.79963e-10
15362.2  13335.2  17782.8  6.31689e-09  1.82379e-10
20485.8  17782.8  23713.7  3.03856e-09  1.17733e-10
27318.3  23713.7  31622.8  1.4125e-09  6.84199e-11
36429.5  31622.8  42169.7  6.99686e-10  4.42487e-11
48579.5  42169.7  56234.1  3.73228e-10  2.88288e-11
64781.9  56234.1  74989.4  2.02818e-10  1.79128e-11
86388  74989.4  100000  1.08307e-10  1.1235e-11
115200  100000  133352  5.67197e-11  6.83389e-12
153622  133352  177828  2.7019e-11  4.23643e-12
204858  177828  237137  1.11626e-11  2.355e-12
273183  237137  316228  4.63381e-12  1.42477e-12
364295  316228  421697  2.1666e-12  9.30427e-13
485795  421697  562341  1.25966e-12  5.54374e-13
647819  562341  749894  1.00888e-12  4.37173e-13
863880  749894  1e+06  8.63456e-13  5.02335e-13
