120.636	0	0	0.0	 
177.069	0.0114322	1.31456e-05	0.0	 
259.902	0.00423732	2.64274e-06	0.0	 
381.484	0.00159029	5.66211e-07	0.0	 
559.942	0.000602024	2.88886e-07	0.0	 
821.883	0.000221637	1.43342e-07	0.0	 
1206.36	8.01419e-05	6.92413e-08	0.0	 
1770.69	2.89623e-05	3.24028e-08	0.0	 
2599.02	1.03867e-05	1.76241e-08	0.0	 
3814.84	3.71599e-06	8.65031e-09	0.0	 
5599.42	1.34992e-06	4.19249e-09	0.0	 
8218.83	5.01032e-07	2.04107e-09	0.0	 
12063.6	1.92095e-07	1.03851e-09	0.0	 
17706.9	7.46173e-08	5.19452e-10	0.0	 
25990.2	2.90983e-08	2.71359e-10	0.0	 
38148.4	1.14317e-08	1.46699e-10	0.0	 
55994.2	4.49586e-09	7.27377e-11	0.0	 
82188.3	1.78856e-09	3.85368e-11	0.0	 
120636	7.24812e-10	2.03351e-11	0.0	 
177069	2.80033e-10	1.01765e-11	0.0	 
259902	1.01188e-10	4.72652e-12	0.0	 
381484	3.8136e-11	2.54325e-12	0.0	 
559942	1.90766e-11	1.76122e-12	0.0	 
821883	0	0	0.0	 
