120.636  100  146.78  0  0
177.069  146.78  215.443  0.000231021  1.7427e-06
259.902  215.443  316.228  8.77599e-05  3.64688e-07
381.484  316.228  464.159  3.39796e-05  7.76493e-08
559.942  464.159  681.292  1.33073e-05  4.25228e-08
821.883  681.292  1000  4.97794e-06  2.13791e-08
1206.36  1000  1467.8  1.81835e-06  9.78157e-09
1770.69  1467.8  2154.43  6.75559e-07  4.71045e-09
2599.02  2154.43  3162.28  2.45269e-07  2.27735e-09
3814.84  3162.28  4641.59  8.62471e-08  1.08565e-09
5599.42  4641.59  6812.92  3.09145e-08  5.28644e-10
8218.83  6812.92  10000  1.08588e-08  2.81788e-10
13208.3  10000  17782.8  3.14699e-09  1.07717e-10
23488  17782.8  31622.8  7.73584e-10  4.02534e-11
41768.3  31622.8  56234.1  2.12473e-10  1.49789e-11
74275.7  56234.1  100000  5.68563e-11  5.76284e-12
132083  100000  177828  1.27649e-11  1.89627e-12
234880  177828  316228  3.22818e-12  7.69215e-13
417683  316228  562341  8.74556e-13  3.2954e-13
742757  562341  1e+06  0  0
