120.636  100  146.78  0  0
177.069  146.78  215.443  0.00061924  2.95674e-06
259.902  215.443  316.228  0.000236573  6.12706e-07
381.484  316.228  464.159  9.21922e-05  1.3213e-07
559.942  464.159  681.292  3.62974e-05  7.45902e-08
821.883  681.292  1000  1.35885e-05  3.55418e-08
1206.36  1000  1467.8  4.91296e-06  1.62784e-08
1770.69  1467.8  2154.43  1.7736e-06  7.72339e-09
2599.02  2154.43  3162.28  6.32991e-07  4.53278e-09
3814.84  3162.28  4641.59  2.19932e-07  2.06746e-09
5599.42  4641.59  6812.92  7.77322e-08  9.94064e-10
8218.83  6812.92  10000  2.71263e-08  4.98453e-10
12063.6  10000  14678  9.84908e-09  1.9053e-10
17706.9  14678  21544.3  3.89573e-09  1.15746e-10
25990.2  21544.3  31622.8  1.45608e-09  6.06155e-11
38148.4  31622.8  46415.9  5.4863e-10  2.94637e-11
55994.2  46415.9  68129.2  2.32182e-10  1.62863e-11
82188.3  68129.2  100000  9.98565e-11  8.82993e-12
120636  100000  146780  4.08643e-11  4.38101e-12
177069  146780  215443  1.43902e-11  2.08052e-12
259902  215443  316228  4.16815e-12  9.69887e-13
381484  316228  464159  1.46122e-12  4.67292e-13
559942  464159  681292  8.52449e-13  3.78677e-13
821883  681292  1e+06  0  0
