120.636	0	0	0.0	 
177.069	6.44423e-05	5.07626e-07	0.0	 
259.902	3.87493e-05	2.47141e-07	0.0	 
381.484	1.67742e-05	6.03539e-08	0.0	 
559.942	6.45965e-06	3.13944e-08	0.0	 
821.883	2.36413e-06	1.36361e-08	0.0	 
1206.36	8.39389e-07	7.02632e-09	0.0	 
1770.69	2.91867e-07	3.2613e-09	0.0	 
2599.02	1.03999e-07	1.55958e-09	0.0	 
3814.84	3.64544e-08	8.07711e-10	0.0	 
5599.42	1.2798e-08	4.10804e-10	0.0	 
8218.83	4.56152e-09	2.00616e-10	0.0	 
12063.6	1.67446e-09	9.16444e-11	0.0	 
17706.9	6.87348e-10	5.01751e-11	0.0	 
25990.2	2.74642e-10	2.63287e-11	0.0	 
38148.4	9.18674e-11	1.29116e-11	0.0	 
55994.2	3.45544e-11	6.43692e-12	0.0	 
82188.3	1.8524e-11	3.95817e-12	0.0	 
120636	1.01598e-11	2.526e-12	0.0	 
177069	4.08846e-12	1.29254e-12	0.0	 
259902	1.29739e-12	5.64966e-13	0.0	 
381484	6.53434e-13	3.67238e-13	0.0	 
559942	3.09072e-13	2.2076e-13	0.0	 
821883	5.33466e-14	4.06061e-14	0.0	 
