120.636  100  146.78  0  0
177.069  146.78  215.443  6.44352e-05  5.09349e-07
259.902  215.443  316.228  3.87469e-05  2.49209e-07
381.484  316.228  464.159  1.67727e-05  6.01568e-08
559.942  464.159  681.292  6.45963e-06  3.10905e-08
821.883  681.292  1000  2.3637e-06  1.34654e-08
1206.36  1000  1467.8  8.39576e-07  6.96018e-09
1770.69  1467.8  2154.43  2.92699e-07  3.30189e-09
2599.02  2154.43  3162.28  1.04093e-07  1.5505e-09
3814.84  3162.28  4641.59  3.626e-08  8.2772e-10
5599.42  4641.59  6812.92  1.27126e-08  4.1336e-10
8218.83  6812.92  10000  4.57196e-09  2.01679e-10
13208.3  10000  17782.8  1.35672e-09  7.02931e-11
23488  17782.8  31622.8  3.41329e-10  2.83266e-11
41768.3  31622.8  56234.1  7.4184e-11  9.90893e-12
74275.7  56234.1  100000  2.19883e-11  3.99621e-12
132083  100000  177828  7.63874e-12  1.82004e-12
234880  177828  316228  2.04725e-12  6.8308e-13
417683  316228  562341  6.06669e-13  2.87921e-13
742757  562341  1e+06  1.53618e-13  1.31242e-13
