125.121  100  158.489  0  0
198.304  158.489  251.189  5.99576e-05  3.85285e-07
314.291  251.189  398.107  2.92996e-05  1.28641e-07
498.118  398.107  630.957  9.98292e-06  3.37023e-08
789.463  630.957  1000  3.03069e-06  1.3935e-08
1251.21  1000  1584.89  8.70369e-07  7.08426e-09
1983.04  1584.89  2511.89  2.4628e-07  2.71052e-09
3142.91  2511.89  3981.07  7.0074e-08  1.1132e-09
4981.18  3981.07  6309.57  1.97701e-08  4.88468e-10
7894.63  6309.57  10000  5.54048e-09  2.08324e-10
13208.3  10000  17782.8  1.50156e-09  7.14494e-11
23488  17782.8  31622.8  3.9552e-10  2.96993e-11
41768.3  31622.8  56234.1  8.25816e-11  1.05208e-11
74275.7  56234.1  100000  2.35854e-11  4.24939e-12
132083  100000  177828  8.96265e-12  2.02702e-12
234880  177828  316228  2.62375e-12  8.56393e-13
417683  316228  562341  6.79349e-13  3.59664e-13
742757  562341  1e+06  1.90254e-13  1.86745e-13
