120.636	0	0	0.0	 
177.069	4.89968e-05	3.80992e-07	0.0	 
259.902	2.95928e-05	1.82649e-07	0.0	 
381.484	1.27818e-05	4.41775e-08	0.0	 
559.942	4.89725e-06	2.22661e-08	0.0	 
821.883	1.78828e-06	1.17216e-08	0.0	 
1206.36	6.29587e-07	4.84517e-09	0.0	 
1770.69	2.16132e-07	2.80409e-09	0.0	 
2599.02	7.66793e-08	1.2961e-09	0.0	 
3814.84	2.69265e-08	5.87854e-10	0.0	 
5599.42	9.43052e-09	3.01191e-10	0.0	 
8218.83	3.33716e-09	1.46609e-10	0.0	 
12063.6	1.20838e-09	6.59652e-11	0.0	 
17706.9	4.85661e-10	3.57396e-11	0.0	 
25990.2	1.89898e-10	1.82564e-11	0.0	 
38148.4	6.34788e-11	8.68212e-12	0.0	 
55994.2	2.35325e-11	4.33396e-12	0.0	 
82188.3	1.20782e-11	2.59543e-12	0.0	 
120636	6.39941e-12	1.60273e-12	0.0	 
177069	2.41126e-12	7.76334e-13	0.0	 
259902	7.28697e-13	3.20485e-13	0.0	 
381484	3.63246e-13	2.1019e-13	0.0	 
559942	1.48602e-13	1.09805e-13	0.0	 
821883	2.27855e-14	1.80247e-14	0.0	 
