125.121  100  158.489  0  0
198.304  158.489  251.189  7.56249e-05  2.4157e-06
314.291  251.189  398.107  2.78568e-05  1.44302e-07
498.118  398.107  630.957  9.09579e-06  5.04953e-08
789.463  630.957  1000  2.814e-06  1.49947e-08
1251.21  1000  1584.89  8.09962e-07  7.51038e-09
1983.04  1584.89  2511.89  2.28196e-07  2.97581e-09
3142.91  2511.89  3981.07  6.46941e-08  1.07913e-09
4981.18  3981.07  6309.57  1.8017e-08  5.78677e-10
7894.63  6309.57  10000  5.01134e-09  2.21743e-10
13208.3  10000  17782.8  1.33632e-09  7.26344e-11
23488  17782.8  31622.8  3.51436e-10  3.26716e-11
41768.3  31622.8  56234.1  7.81733e-11  1.23734e-11
74275.7  56234.1  100000  2.24022e-11  4.78625e-12
132083  100000  177828  9.38714e-12  2.41592e-12
234880  177828  316228  3.34502e-12  1.08596e-12
417683  316228  562341  9.73578e-13  4.92152e-13
742757  562341  1e+06  2.91904e-13  2.69722e-13
