125.121  100  158.489  0  0
198.304  158.489  251.189  5.64148e-05  4.04869e-07
314.291  251.189  398.107  2.74926e-05  1.35742e-07
498.118  398.107  630.957  9.32082e-06  3.58602e-08
789.463  630.957  1000  2.8124e-06  1.58346e-08
1251.21  1000  1584.89  8.02328e-07  7.07205e-09
1983.04  1584.89  2511.89  2.25697e-07  3.16708e-09
3142.91  2511.89  3981.07  6.44587e-08  1.16407e-09
4981.18  3981.07  6309.57  1.82417e-08  5.66767e-10
7894.63  6309.57  10000  5.00059e-09  2.19378e-10
13208.3  10000  17782.8  1.31515e-09  7.17642e-11
23488  17782.8  31622.8  3.50973e-10  3.27678e-11
41768.3  31622.8  56234.1  7.96272e-11  1.25543e-11
74275.7  56234.1  100000  2.37469e-11  4.83395e-12
132083  100000  177828  9.72531e-12  2.44994e-12
234880  177828  316228  3.32248e-12  1.09044e-12
417683  316228  562341  9.65283e-13  4.91448e-13
742757  562341  1e+06  2.91618e-13  2.72197e-13
